total_pop,pop_white_non_hisp,pop_black,pop_asian,pop_hispanic,median_hh_income,pop_poverty,pop_poverty_total,labor_force,unemployed,median_gross_rent,housing_units_total,housing_units_vacant,median_year_built,avg_household_size,renter_households_total,burden_30_35,burden_35_40,burden_40_50,burden_50_plus,state,county,tract,id,pct_white,pct_black,pct_asian,pct_hispanic,unemployment,poverty_rate,vacancy_rate,occupancy_rate,rent_burden
5546.0,4257.0,190.0,413.0,208.0,124470.0,167.0,5545.0,3029.0,71.0,2001.0,2538.0,148.0,1959.0,2.32,372.0,78.0,25.0,12.0,95.0,06,001,404502,404502,76.8,3.4,7.4,3.8,2.3,3.0,5.8,94.2,56.5
5171.0,2631.0,679.0,967.0,471.0,88575.0,387.0,5103.0,2969.0,245.0,1110.0,2367.0,172.0,1945.0,2.31,713.0,62.0,13.0,97.0,233.0,06,001,406700,406700,50.9,13.1,18.7,9.1,8.3,7.6,7.3,92.7,56.8
5675.0,385.0,2610.0,243.0,2372.0,33650.0,1941.0,5650.0,2597.0,419.0,975.0,1950.0,215.0,1944.0,3.27,1012.0,66.0,59.0,134.0,477.0,06,001,408600,408600,6.8,46.0,4.3,41.8,16.1,34.4,11.0,89.0,72.7
4102.0,132.0,1724.0,260.0,1923.0,37652.0,1217.0,4050.0,1756.0,289.0,1329.0,1116.0,46.0,1950.0,3.8,557.0,16.0,34.0,60.0,296.0,06,001,409000,409000,3.2,42.0,6.3,46.9,16.5,30.0,4.1,95.9,72.9
2717.0,262.0,1758.0,265.0,324.0,52891.0,522.0,2715.0,1237.0,176.0,915.0,1333.0,182.0,1960.0,2.32,431.0,41.0,0.0,73.0,200.0,06,001,409800,409800,9.6,64.7,9.8,11.9,14.2,19.2,13.7,86.3,72.9
2964.0,735.0,1287.0,172.0,661.0,79673.0,231.0,2964.0,1585.0,117.0,1224.0,1217.0,68.0,1957.0,2.58,70.0,0.0,39.0,0.0,31.0,06,001,410000,410000,24.8,43.4,5.8,22.3,7.4,7.8,5.6,94.4,100.0
3684.0,3002.0,0.0,399.0,159.0,162333.0,177.0,3664.0,1832.0,103.0,2001.0,1548.0,88.0,1939.0,2.52,141.0,19.0,0.0,0.0,37.0,06,001,421200,421200,81.5,0.0,10.8,4.3,5.6,4.8,5.7,94.3,39.7
3270.0,2212.0,433.0,292.0,145.0,57652.0,479.0,3176.0,2103.0,90.0,1105.0,1451.0,93.0,1939.0,2.26,875.0,99.0,41.0,105.0,182.0,06,001,423500,423500,67.6,13.2,8.9,4.4,4.3,15.1,6.4,93.6,48.8
2200.0,559.0,920.0,301.0,313.0,36080.0,402.0,2198.0,1033.0,92.0,1168.0,991.0,49.0,1939.0,2.33,625.0,67.0,44.0,40.0,157.0,06,001,424002,424002,25.4,41.8,13.7,14.2,8.9,18.3,4.9,95.1,49.3
4745.0,2305.0,448.0,719.0,1009.0,53854.0,578.0,4609.0,2460.0,269.0,1269.0,1875.0,71.0,1966.0,2.5,1408.0,139.0,136.0,152.0,302.0,06,001,430900,430900,48.6,9.4,15.2,21.3,10.9,12.5,3.8,96.2,51.8
2628.0,1134.0,21.0,264.0,1051.0,60597.0,389.0,2628.0,1326.0,110.0,1223.0,1168.0,101.0,1959.0,2.46,719.0,107.0,18.0,10.0,139.0,06,001,431000,431000,43.2,0.8,10.0,40.0,8.3,14.8,8.6,91.4,38.1
2903.0,1314.0,234.0,657.0,638.0,84236.0,238.0,2903.0,1309.0,109.0,883.0,1456.0,148.0,1960.0,2.21,258.0,16.0,19.0,20.0,73.0,06,001,432800,432800,45.3,8.1,22.6,22.0,8.3,8.2,10.2,89.8,49.6
4089.0,898.0,257.0,1503.0,1231.0,68003.0,332.0,4089.0,2190.0,169.0,1332.0,1364.0,45.0,1954.0,3.09,442.0,53.0,50.0,40.0,100.0,06,001,433102,433102,22.0,6.3,36.8,30.1,7.7,8.1,3.3,96.7,55.0
3050.0,644.0,216.0,562.0,1470.0,58144.0,266.0,3037.0,1673.0,132.0,1127.0,1023.0,39.0,1957.0,3.05,624.0,44.0,18.0,32.0,128.0,06,001,433700,433700,21.1,7.1,18.4,48.2,7.9,8.8,3.8,96.2,35.6
2615.0,224.0,343.0,258.0,1639.0,44436.0,664.0,2600.0,1406.0,140.0,1358.0,807.0,60.0,1939.0,3.49,511.0,32.0,31.0,87.0,161.0,06,001,407300,407300,8.6,13.1,9.9,62.7,10.0,25.5,7.4,92.6,60.9
3783.0,3138.0,39.0,282.0,172.0,128603.0,119.0,3739.0,2181.0,71.0,1699.0,1692.0,62.0,1949.0,2.29,311.0,8.0,8.0,0.0,34.0,06,001,421500,421500,83.0,1.0,7.5,4.5,3.3,3.2,3.7,96.3,16.1
5926.0,354.0,198.0,869.0,4416.0,61289.0,911.0,5887.0,2695.0,194.0,1272.0,1548.0,53.0,1966.0,3.95,740.0,118.0,64.0,52.0,189.0,06,001,440200,440200,6.0,3.3,14.7,74.5,7.2,15.5,3.4,96.6,57.2
5748.0,714.0,307.0,2623.0,1922.0,68051.0,361.0,5744.0,2746.0,142.0,1137.0,2096.0,188.0,1977.0,2.99,853.0,153.0,47.0,38.0,136.0,06,001,440308,440308,12.4,5.3,45.6,33.4,5.2,6.3,9.0,91.0,43.8
6587.0,861.0,330.0,4626.0,494.0,137740.0,275.0,6587.0,3592.0,323.0,1982.0,1874.0,43.0,1985.0,3.59,226.0,44.0,0.0,62.0,29.0,06,001,441501,441501,13.1,5.0,70.2,7.5,9.0,4.2,2.3,97.7,59.7
7284.0,2056.0,511.0,2762.0,1689.0,70506.0,264.0,7072.0,3632.0,373.0,1423.0,2292.0,173.0,1967.0,3.35,938.0,132.0,37.0,0.0,75.0,06,001,442500,442500,28.2,7.0,37.9,23.2,10.3,3.7,7.5,92.5,26.0
4417.0,2703.0,165.0,919.0,573.0,95750.0,201.0,4396.0,2613.0,155.0,1761.0,1671.0,81.0,1968.0,2.77,396.0,41.0,11.0,7.0,47.0,06,001,450300,450300,61.2,3.7,20.8,13.0,5.9,4.6,4.8,95.2,26.8
4786.0,2600.0,106.0,989.0,863.0,78548.0,277.0,4786.0,2778.0,177.0,1340.0,2205.0,121.0,1989.0,2.29,1442.0,59.0,57.0,166.0,350.0,06,001,450607,450607,54.3,2.2,20.7,18.0,6.4,5.8,5.5,94.5,43.8
2033.0,1573.0,115.0,196.0,80.0,140750.0,53.0,2033.0,1162.0,39.0,2001.0,829.0,45.0,1945.0,2.59,80.0,0.0,11.0,20.0,5.0,06,001,404700,404700,77.4,5.7,9.6,3.9,3.4,2.6,5.4,94.6,45.0
4394.0,2203.0,493.0,953.0,502.0,69474.0,299.0,4394.0,2540.0,170.0,1193.0,2061.0,69.0,1939.0,2.17,764.0,126.0,40.0,48.0,130.0,06,001,404900,404900,50.1,11.2,21.7,11.4,6.7,6.8,3.3,96.7,45.0
4565.0,1810.0,644.0,1341.0,406.0,67545.0,262.0,4565.0,3163.0,273.0,1287.0,2661.0,326.0,1939.0,1.95,1778.0,73.0,112.0,69.0,354.0,06,001,405200,405200,39.6,14.1,29.4,8.9,8.6,5.7,12.3,87.7,34.2
4198.0,464.0,1064.0,1400.0,1104.0,41886.0,1129.0,4086.0,1639.0,185.0,938.0,1340.0,106.0,1953.0,3.34,689.0,53.0,43.0,31.0,220.0,06,001,406300,406300,11.1,25.3,33.3,26.3,11.3,27.6,7.9,92.1,50.4
2587.0,2075.0,140.0,217.0,92.0,144732.0,89.0,2568.0,1383.0,74.0,2001.0,1413.0,118.0,1993.0,1.98,252.0,11.0,0.0,0.0,83.0,06,001,400100,400100,80.2,5.4,8.4,3.6,5.4,3.5,8.4,91.6,37.3
3042.0,1013.0,1272.0,281.0,386.0,55153.0,408.0,3028.0,1816.0,142.0,1192.0,1736.0,232.0,1939.0,1.98,1056.0,55.0,119.0,29.0,344.0,06,001,400800,400800,33.3,41.8,9.2,12.7,7.8,13.5,13.4,86.6,51.8
4997.0,1115.0,2747.0,310.0,479.0,40034.0,1282.0,4978.0,2789.0,251.0,1167.0,2657.0,369.0,1939.0,2.17,1472.0,125.0,66.0,143.0,570.0,06,001,401000,401000,22.3,55.0,6.2,9.6,9.0,25.8,13.9,86.1,61.4
5295.0,318.0,197.0,4544.0,99.0,138365.0,180.0,5283.0,2833.0,188.0,2001.0,1864.0,101.0,1996.0,2.97,387.0,0.0,0.0,43.0,13.0,06,001,441503,441503,6.0,3.7,85.8,1.9,6.6,3.4,5.4,94.6,14.5
4038.0,2609.0,4.0,933.0,367.0,114966.0,111.0,4038.0,1890.0,162.0,1746.0,1364.0,11.0,1970.0,2.97,464.0,11.0,21.0,42.0,61.0,06,001,450605,450605,64.6,0.1,23.1,9.1,8.6,2.7,0.8,99.2,29.1
6548.0,1472.0,838.0,2618.0,1260.0,72500.0,256.0,6548.0,3642.0,635.0,1414.0,2312.0,0.0,1979.0,2.83,500.0,115.0,56.0,0.0,143.0,06,001,433400,433400,22.5,12.8,40.0,19.2,17.4,3.9,0.0,100.0,62.8
7250.0,2505.0,597.0,2596.0,1179.0,93889.0,662.0,7182.0,3962.0,294.0,1327.0,2679.0,251.0,1971.0,2.97,905.0,36.0,31.0,53.0,236.0,06,001,441200,441200,34.6,8.2,35.8,16.3,7.4,9.2,9.4,90.6,39.3
5093.0,1431.0,143.0,654.0,2724.0,75625.0,268.0,5093.0,2817.0,172.0,1445.0,1533.0,129.0,1970.0,3.62,559.0,45.0,48.0,102.0,44.0,06,001,444400,444400,28.1,2.8,12.8,53.5,6.1,5.3,8.4,91.6,42.8
3976.0,683.0,604.0,98.0,2218.0,41330.0,703.0,3846.0,1779.0,336.0,1221.0,1260.0,33.0,1977.0,3.15,1025.0,125.0,47.0,113.0,344.0,06,001,436200,436200,17.2,15.2,2.5,55.8,18.9,18.3,2.6,97.4,61.4
2295.0,151.0,280.0,280.0,1254.0,50329.0,354.0,2295.0,1247.0,191.0,1191.0,706.0,36.0,1970.0,3.43,460.0,59.0,21.0,60.0,96.0,06,001,437900,437900,6.6,12.2,12.2,54.6,15.3,15.4,5.1,94.9,51.3
7320.0,2212.0,726.0,2609.0,1478.0,76117.0,636.0,7241.0,3909.0,416.0,1399.0,2798.0,309.0,1980.0,2.89,1004.0,85.0,34.0,94.0,307.0,06,001,441700,441700,30.2,9.9,35.6,20.2,10.6,8.8,11.0,89.0,51.8
2584.0,122.0,1043.0,22.0,981.0,56250.0,556.0,2584.0,1162.0,121.0,1207.0,695.0,73.0,1949.0,4.15,227.0,14.0,36.0,20.0,72.0,06,001,409100,409100,4.7,40.4,0.9,38.0,10.4,21.5,10.5,89.5,62.6
4661.0,91.0,997.0,390.0,3171.0,44148.0,1282.0,4634.0,2188.0,441.0,1098.0,1258.0,212.0,1950.0,4.45,608.0,19.0,81.0,22.0,173.0,06,001,409400,409400,2.0,21.4,8.4,68.0,20.2,27.7,16.9,83.1,48.5
4219.0,164.0,1497.0,188.0,2071.0,35230.0,1274.0,4193.0,2104.0,633.0,1168.0,1096.0,59.0,1952.0,4.06,681.0,0.0,41.0,67.0,325.0,06,001,410300,410300,3.9,35.5,4.5,49.1,30.1,30.4,5.4,94.6,63.6
4540.0,1897.0,116.0,1695.0,431.0,75536.0,345.0,4512.0,2743.0,226.0,1421.0,2090.0,133.0,1969.0,2.31,926.0,95.0,57.0,90.0,234.0,06,001,420300,420300,41.8,2.6,37.3,9.5,8.2,7.6,6.4,93.6,51.4
2601.0,1074.0,285.0,128.0,968.0,67321.0,343.0,2594.0,1598.0,129.0,1220.0,1183.0,129.0,1939.0,2.44,717.0,50.0,80.0,67.0,176.0,06,001,423200,423200,41.3,11.0,4.9,37.2,8.1,13.2,10.9,89.1,52.0
3876.0,1384.0,1473.0,495.0,350.0,59250.0,309.0,3847.0,2128.0,164.0,932.0,1700.0,96.0,1941.0,2.41,718.0,40.0,21.0,22.0,232.0,06,001,423300,423300,35.7,38.0,12.8,9.0,7.7,8.0,5.6,94.4,43.9
2602.0,1946.0,32.0,301.0,210.0,67622.0,342.0,2568.0,1453.0,71.0,1203.0,1318.0,66.0,1939.0,2.04,768.0,36.0,36.0,34.0,281.0,06,001,423601,423601,74.8,1.2,11.6,8.1,4.9,13.3,5.0,95.0,50.4
4799.0,2112.0,654.0,1408.0,261.0,62132.0,773.0,4792.0,2809.0,215.0,1288.0,2452.0,204.0,1948.0,2.13,1493.0,162.0,74.0,103.0,417.0,06,001,427700,427700,44.0,13.6,29.3,5.4,7.7,16.1,8.3,91.7,50.6
3552.0,787.0,325.0,531.0,1802.0,62880.0,602.0,3348.0,1853.0,432.0,1169.0,913.0,34.0,1963.0,3.8,397.0,42.0,13.0,32.0,95.0,06,001,437600,437600,22.2,9.1,14.9,50.7,23.3,18.0,3.7,96.3,45.8
7068.0,1198.0,1246.0,2436.0,1907.0,64700.0,624.0,7064.0,3586.0,533.0,1103.0,2253.0,175.0,1975.0,3.38,602.0,0.0,0.0,108.0,154.0,06,001,440301,440301,16.9,17.6,34.5,27.0,14.9,8.8,7.8,92.2,43.5
4234.0,822.0,2360.0,286.0,521.0,70262.0,299.0,4228.0,2520.0,348.0,1381.0,1884.0,145.0,1939.0,2.42,425.0,39.0,28.0,8.0,86.0,06,001,407700,407700,19.4,55.7,6.8,12.3,13.8,7.1,7.7,92.3,37.9
3472.0,1035.0,105.0,1630.0,585.0,41339.0,878.0,3472.0,1228.0,36.0,1676.0,1239.0,79.0,,2.99,1153.0,64.0,97.0,170.0,489.0,06,001,420400,420400,29.8,3.0,46.9,16.8,2.9,25.3,6.4,93.6,71.1
6364.0,2743.0,452.0,1979.0,1057.0,85487.0,384.0,6364.0,3566.0,247.0,1534.0,2657.0,120.0,1954.0,2.51,1206.0,90.0,167.0,13.0,240.0,06,001,428200,428200,43.1,7.1,31.1,16.6,6.9,6.0,4.5,95.5,42.3
4308.0,1859.0,60.0,1192.0,903.0,95188.0,286.0,4246.0,2220.0,168.0,1378.0,1646.0,145.0,1971.0,2.83,346.0,37.0,0.0,50.0,123.0,06,001,441100,441100,43.2,1.4,27.7,21.0,7.6,6.7,8.8,91.2,60.7
7466.0,2049.0,355.0,2669.0,1930.0,83021.0,256.0,7447.0,3743.0,250.0,1374.0,2368.0,126.0,1971.0,3.3,939.0,70.0,14.0,76.0,170.0,06,001,441602,441602,27.4,4.8,35.7,25.9,6.7,3.4,5.3,94.7,35.1
4662.0,3142.0,131.0,509.0,821.0,83929.0,239.0,4662.0,2375.0,93.0,1050.0,1762.0,22.0,1977.0,2.68,593.0,118.0,41.0,46.0,57.0,06,001,451501,451501,67.4,2.8,10.9,17.6,3.9,5.1,1.2,98.8,44.2
4323.0,1299.0,1316.0,832.0,426.0,56875.0,460.0,4242.0,2993.0,239.0,1197.0,2896.0,358.0,1963.0,1.66,2079.0,259.0,131.0,84.0,280.0,06,001,403600,403600,30.0,30.4,19.2,9.9,8.0,10.8,12.4,87.6,36.3
3359.0,2202.0,227.0,493.0,256.0,114191.0,134.0,3347.0,2119.0,94.0,1519.0,1638.0,147.0,1939.0,2.24,493.0,77.0,17.0,42.0,82.0,06,001,405000,405000,65.6,6.8,14.7,7.6,4.4,4.0,9.0,91.0,44.2
4222.0,2732.0,487.0,224.0,476.0,92366.0,407.0,4219.0,2964.0,110.0,1485.0,1920.0,45.0,1939.0,2.23,1068.0,37.0,79.0,111.0,208.0,06,001,400400,400400,64.7,11.5,5.3,11.3,3.7,9.6,2.3,97.7,40.7
4108.0,1092.0,283.0,2222.0,303.0,53272.0,915.0,4066.0,2657.0,121.0,1365.0,2455.0,338.0,1991.0,1.94,1645.0,172.0,174.0,130.0,406.0,06,001,403300,403300,26.6,6.9,54.1,7.4,4.6,22.5,13.8,86.2,53.6
3460.0,714.0,1237.0,676.0,721.0,32735.0,971.0,3176.0,1908.0,190.0,921.0,1896.0,220.0,1960.0,1.82,1445.0,161.0,123.0,96.0,373.0,06,001,401300,401300,20.6,35.8,19.5,20.8,10.0,30.6,11.6,88.4,52.1
5780.0,116.0,2268.0,563.0,2488.0,21527.0,2281.0,5763.0,2384.0,481.0,820.0,1988.0,172.0,1958.0,3.18,1378.0,163.0,80.0,108.0,617.0,06,001,408800,408800,2.0,39.2,9.7,43.0,20.2,39.6,8.7,91.3,70.2
2265.0,172.0,42.0,1929.0,36.0,18000.0,579.0,2265.0,735.0,105.0,509.0,1595.0,369.0,1974.0,1.83,982.0,87.0,25.0,30.0,198.0,06,001,403000,403000,7.6,1.9,85.2,1.6,14.3,25.6,23.1,76.9,34.6
